"Data","À vista R$","À vista US$","inx"
"02/09/1996","123.09","121.15","0"
"03/09/1996","119.68","117.69","1"
"04/09/1996","119.39","117.44","2"
"05/09/1996","118.42","116.38","3"
"06/09/1996","118.09","115.98","4"
"09/09/1996","117.3","115.11","5"
"10/09/1996","116.84","114.71","6"
"11/09/1996","114","111.94","7"
"12/09/1996","115.76","113.46","8"
"13/09/1996","115.97","113.84","9"
"16/09/1996","116.4","114.27","10"
"17/09/1996","118.07","115.86","11"
"18/09/1996","117.29","115.09","12"
"19/09/1996","115.93","113.76","13"
"20/09/1996","115.56","113.35","14"
"23/09/1996","115.85","113.63","15"
"24/09/1996","116.28","114.04","16"
"25/09/1996","116.21","113.9","17"
"26/09/1996","115.52","113.23","18"
"27/09/1996","115.1","112.77","19"
"30/09/1996","112.45","110.13","20"
"01/10/1996","113.83","111.48","21"
"02/10/1996","114.21","111.85","22"
"04/10/1996","116.52","114","23"
"07/10/1996","119.45","116.87","24"
"08/10/1996","118.95","116.35","25"
"09/10/1996","119.67","116.91","26"
"10/10/1996","118.97","116.16","27"
"11/10/1996","119.41","116.5","28"
"14/10/1996","117.42","114.6","29"
"15/10/1996","117.02","114.21","30"
"16/10/1996","115.75","112.96","31"
"17/10/1996","114.31","111.57","32"
"18/10/1996","113.48","110.76","33"
"21/10/1996","115.35","112.57","34"
"22/10/1996","119.32","116.09","35"
"23/10/1996","118.83","115.82","36"
"24/10/1996","116.22","113.32","37"
"25/10/1996","115.09","112.02","38"
"28/10/1996","116.12","112.79","39"
"29/10/1996","115.68","112.56","40"
"30/10/1996","115.83","112.77","41"
"31/10/1996","116.18","112.99","42"
"01/11/1996","116.39","113.28","43"
"04/11/1996","116.63","113.5","44"
"05/11/1996","117.24","114.08","45"
"06/11/1996","119.25","116.05","46"
"07/11/1996","119.71","116.38","47"
"08/11/1996","119.13","115.68","48"
"11/11/1996","115.92","112.58","49"
"12/11/1996","117.33","113.88","50"
"13/11/1996","119.88","116.36","51"
"14/11/1996","120.84","117.26","52"
"18/11/1996","120.3","116.75","53"
"19/11/1996","121.39","117.86","54"
"20/11/1996","122.86","119.21","55"
"21/11/1996","119.71","116.13","56"
"22/11/1996","120.34","116.75","57"
"25/11/1996","119.49","115.91","58"
"26/11/1996","119.96","116.28","59"
"27/11/1996","119.97","116.23","60"
"28/11/1996","119.77","115.98","61"
"29/11/1996","118.58","114.82","62"
"02/12/1996","117.87","114.15","63"
"03/12/1996","119.21","115.44","64"
"04/12/1996","119.4","115.52","65"
"05/12/1996","119.58","115.58","66"
"06/12/1996","119.58","115.58","67"
"09/12/1996","120.73","116.68","68"
"10/12/1996","121.72","117.49","69"
"11/12/1996","122.45","118.13","70"
"12/12/1996","123.81","119.27","71"
"13/12/1996","125.97","121.38","72"
"16/12/1996","126.52","121.78","73"
"17/12/1996","128.27","123.34","74"
"18/12/1996","131.96","127.11","75"
"19/12/1996","130.55","125.77","76"
"20/12/1996","131.33","126.51","77"
"23/12/1996","130.38","125.53","78"
"26/12/1996","132.94","127.98","79"
"27/12/1996","136.43","131.16","80"
"30/12/1996","137.62","132.47","81"
"02/01/1997","138.65","133.41","82"
"03/01/1997","141.29","135.9","83"
"06/01/1997","140.07","134.66","84"
"07/01/1997","144.49","138.92","85"
"08/01/1997","148.71","142.88","86"
"09/01/1997","151.82","145.81","87"
"10/01/1997","152.41","146.42","88"
"13/01/1997","151.88","145.8","89"
"14/01/1997","154.98","148.75","90"
"15/01/1997","156.8","150.45","91"
"16/01/1997","157.64","151.07","92"
"17/01/1997","158.6","151.94","93"
"20/01/1997","161.18","154.54","94"
"21/01/1997","162.13","155.43","95"
"22/01/1997","171.66","164.52","96"
"23/01/1997","178.99","171.5","97"
"24/01/1997","175.42","168.08","98"
"27/01/1997","171.18","164","99"
"28/01/1997","172.39","165.24","100"
"29/01/1997","180.27","172.43","101"
"30/01/1997","173.41","165.88","102"
"31/01/1997","170.86","163.36","103"
"03/02/1997","174.24","166.72","104"
"04/02/1997","178.1","170.25","105"
"05/02/1997","174.82","167","106"
"06/02/1997","179.14","171.1","107"
"07/02/1997","180.34","172.2","108"
"12/02/1997","199.28","190.22","109"
"13/02/1997","205.31","195.78","110"
"14/02/1997","204.9","195.27","111"
"17/02/1997","201.41","192.04","112"
"18/02/1997","192.33","183.31","113"
"19/02/1997","200.19","190.63","114"
"20/02/1997","202.13","192.46","115"
"24/02/1997","195.59","186.21","116"
"25/02/1997","202.23","192.49","117"
"26/02/1997","207.55","197.44","118"
"27/02/1997","204.32","194.41","119"
"28/02/1997","206.7","196.66","120"
"03/03/1997","212.08","201.75","121"
"04/03/1997","218.78","208.07","122"
"05/03/1997","227.09","215.74","123"
"06/03/1997","223.55","212.36","124"
"07/03/1997","218.56","207.6","125"
"10/03/1997","228.81","217.33","126"
"11/03/1997","231.88","220.1","127"
"12/03/1997","231.67","219.8","128"
"13/03/1997","219.55","208.03","129"
"14/03/1997","221.74","210.2","130"
"17/03/1997","209.77","198.14","131"
"18/03/1997","206.55","195.04","132"
"19/03/1997","211.91","199.81","133"
"20/03/1997","211.21","199.25","134"
"21/03/1997","209.53","197.45","135"
"24/03/1997","203.53","191.76","136"
"25/03/1997","212.82","200.55","137"
"26/03/1997","225.54","212.54","138"
"31/03/1997","225.96","213.25","139"
"01/04/1997","228.33","215.63","140"
"02/04/1997","228.89","216.03","141"
"03/04/1997","214.75","203.04","142"
"04/04/1997","211.37","199.75","143"
"07/04/1997","215.1","203.11","144"
"08/04/1997","214.62","202.76","145"
"09/04/1997","220.2","208.03","146"
"10/04/1997","220.36","208.16","147"
"11/04/1997","219.83","207.56","148"
"14/04/1997","220.62","208.19","149"
"15/04/1997","221.14","208.56","150"
"16/04/1997","229.95","216.77","151"
"17/04/1997","228.81","215.65","152"
"18/04/1997","230.47","217.1","153"
"22/04/1997","223.84","210.59","154"
"23/04/1997","228.52","214.95","155"
"24/04/1997","228.85","215.28","156"
"25/04/1997","226.68","213.29","157"
"28/04/1997","228.15","214.65","158"
"29/04/1997","230.44","216.74","159"
"30/04/1997","234.46","220.44","160"
"02/05/1997","234.67","220.55","161"
"05/05/1997","236.32","222.04","162"
"06/05/1997","232.4","218.27","163"
"07/05/1997","232.21","218.04","164"
"08/05/1997","234.51","220.21","165"
"09/05/1997","234.17","219.65","166"
"12/05/1997","240.42","225.39","167"
"13/05/1997","244.76","229.3","168"
"14/05/1997","244.89","229.34","169"
"15/05/1997","251.43","235.53","170"
"16/05/1997","251.18","235.34","171"
"19/05/1997","249.44","233.6","172"
"20/05/1997","247.15","231.39","173"
"21/05/1997","255.02","238.65","174"
"22/05/1997","265.94","248.66","175"
"23/05/1997","265.31","247.93","176"
"26/05/1997","265.42","247.64","177"
"27/05/1997","278.41","259.32","178"
"28/05/1997","300.35","280","179"
"30/05/1997","282.38","263.49","180"
"02/06/1997","258.31","241.28","181"
"03/06/1997","266.97","249.21","182"
"04/06/1997","267.33","249.26","183"
"05/06/1997","257.51","240.01","184"
"06/06/1997","263.12","245.28","185"
"09/06/1997","269.85","251.56","186"
"10/06/1997","250.39","233.42","187"
"11/06/1997","244.2","227.54","188"
"12/06/1997","253.04","235.72","189"
"13/06/1997","236.14","219.77","190"
"16/06/1997","230.4","214.62","191"
"17/06/1997","242.38","225.7","192"
"18/06/1997","231.55","215.44","193"
"19/06/1997","241.77","224.8","194"
"20/06/1997","240.8","223.44","195"
"23/06/1997","234.3","217.69","196"
"24/06/1997","230.68","214.18","197"
"25/06/1997","228.49","212.25","198"
"26/06/1997","216.36","200.98","199"
"27/06/1997","213.79","198.49","200"
"30/06/1997","216.52","201","201"
"01/07/1997","216.54","201.08","202"
"02/07/1997","212.75","197.52","203"
"03/07/1997","209.18","194.16","204"
"04/07/1997","207.24","192.32","205"
"07/07/1997","197.63","183.36","206"
"08/07/1997","201.62","186.85","207"
"10/07/1997","187.71","173.9","208"
"11/07/1997","193.34","179","209"
"14/07/1997","193.33","178.93","210"
"15/07/1997","188.82","174.75","211"
"16/07/1997","190.88","176.62","212"
"17/07/1997","189.09","175","213"
"18/07/1997","192.82","178.32","214"
"21/07/1997","185.57","171.64","215"
"22/07/1997","190.95","176.59","216"
"23/07/1997","199.91","184.76","217"
"24/07/1997","198.11","183.11","218"
"25/07/1997","195.52","180.69","219"
"28/07/1997","202.17","186.78","220"
"29/07/1997","202.26","186.74","221"
"30/07/1997","201.41","186","222"
"31/07/1997","198.91","183.67","223"
"01/08/1997","199.74","184.41","224"
"04/08/1997","207.72","191.79","225"
"05/08/1997","212.52","196.03","226"
"06/08/1997","209.95","193.64","227"
"07/08/1997","217.1","200.24","228"
"08/08/1997","216.91","199.81","229"
"11/08/1997","214.64","197.73","230"
"12/08/1997","209.43","192.89","231"
"13/08/1997","204.68","188.47","232"
"14/08/1997","208.7","192.17","233"
"15/08/1997","204.64","188.23","234"
"18/08/1997","205.12","188.48","235"
"19/08/1997","211.52","194.16","236"
"20/08/1997","205.36","188.62","237"
"21/08/1997","209.22","192.22","238"
"22/08/1997","207.05","189.71","239"
"25/08/1997","207.15","189.8","240"
"26/08/1997","208.55","190.92","241"
"27/08/1997","212.68","194.76","242"
"28/08/1997","214.01","196.02","243"
"29/08/1997","220.3","201.74","244"
"01/09/1997","221.28","202.68","245"
"02/09/1997","227.33","208.16","246"
"03/09/1997","235.33","215.41","247"
"04/09/1997","240.38","220.13","248"
"05/09/1997","235.64","215.95","249"
"08/09/1997","234.72","215.12","250"
"09/09/1997","231.2","211.92","251"
"10/09/1997","230.28","210.97","252"
"11/09/1997","233.12","213.54","253"
"12/09/1997","219.85","201.31","254"
"15/09/1997","215.8","197.6","255"
"16/09/1997","211.41","193.48","256"
"17/09/1997","217.74","199.18","257"
"18/09/1997","211.79","193.62","258"
"19/09/1997","217.31","198.61","259"
"22/09/1997","213.67","195.26","260"
"23/09/1997","212.34","193.94","261"
"24/09/1997","212.53","194.09","262"
"25/09/1997","208.18","190.05","263"
"26/09/1997","207.24","189.17","264"
"29/09/1997","205.74","187.74","265"
"30/09/1997","205.86","187.82","266"
"01/10/1997","204.97","186.92","267"
"02/10/1997","202.78","184.9","268"
"03/10/1997","204.12","186.09","269"
"06/10/1997","211.27","192.57","270"
"07/10/1997","204.07","185.96","271"
"08/10/1997","207.74","189.3","272"
"09/10/1997","205.72","187.38","273"
"10/10/1997","208.21","189.58","274"
"13/10/1997","207.95","189.37","275"
"14/10/1997","208.59","189.9","276"
"15/10/1997","210.38","191.41","277"
"16/10/1997","205.45","186.89","278"
"17/10/1997","199.83","181.76","279"
"20/10/1997","199.86","181.73","280"
"21/10/1997","199.78","181.65","281"
"22/10/1997","200.3","181.99","282"
"23/10/1997","198.57","180.44","283"
"24/10/1997","197.88","179.74","284"
"27/10/1997","198.16","179.41","285"
"28/10/1997","196.08","178.1","286"
"29/10/1997","197.75","179.46","287"
"30/10/1997","196.98","178.04","288"
"31/10/1997","195.09","176.92","289"
"03/11/1997","190.96","173.19","290"
"04/11/1997","189.46","171.67","291"
"05/11/1997","193.45","175.29","292"
"06/11/1997","189.87","171.5","293"
"07/11/1997","195.22","176.43","294"
"10/11/1997","199.18","180.19","295"
"11/11/1997","198.75","179.91","296"
"12/11/1997","201.4","182.08","297"
"13/11/1997","203.85","184.01","298"
"14/11/1997","204.81","185.01","299"
"17/11/1997","204.32","184.82","300"
"18/11/1997","205.46","185.82","301"
"19/11/1997","209.35","188.96","302"
"20/11/1997","204.78","184.49","303"
"21/11/1997","205.04","184.8","304"
"24/11/1997","203.97","183.99","305"
"25/11/1997","205.77","185.4","306"
"26/11/1997","207.5","186.89","307"
"27/11/1997","207.69","187.45","308"
"28/11/1997","208.06","187.57","309"
"01/12/1997","215.71","194.49","310"
"02/12/1997","220.82","199.11","311"
"03/12/1997","222.12","200.09","312"
"04/12/1997","223.59","201.41","313"
"05/12/1997","227.59","205","314"
"08/12/1997","228.61","205.66","315"
"09/12/1997","239.89","215.81","316"
"10/12/1997","247.53","222.2","317"
"11/12/1997","245.91","220.53","318"
"12/12/1997","244.97","219.41","319"
"15/12/1997","249.01","223.81","320"
"16/12/1997","232.7","208.96","321"
"17/12/1997","224.82","201.87","322"
"18/12/1997","226.06","202.98","323"
"19/12/1997","221.52","198.87","324"
"22/12/1997","217.19","194.86","325"
"23/12/1997","222.41","199.56","326"
"26/12/1997","221.09","198.33","327"
"29/12/1997","225.11","201.96","328"
"30/12/1997","225.8","202.31","329"
"02/01/1998","226.14","202.61","330"
"05/01/1998","230","206.09","331"
"06/01/1998","226.2","202.67","332"
"07/01/1998","230.03","205.92","333"
"08/01/1998","237.43","212.06","334"
"09/01/1998","238.48","213.37","335"
"12/01/1998","238.58","213.24","336"
"13/01/1998","247.7","221.53","337"
"14/01/1998","249.61","222.81","338"
"15/01/1998","250.63","223.57","339"
"16/01/1998","246.19","219.62","340"
"19/01/1998","244.52","218.48","341"
"20/01/1998","251.71","224.73","342"
"21/01/1998","252.1","225.05","343"
"22/01/1998","248.69","222.02","344"
"23/01/1998","248.64","221.78","345"
"26/01/1998","247.77","221","346"
"27/01/1998","240.28","214.13","347"
"28/01/1998","245.65","218.86","348"
"29/01/1998","248.16","220.96","349"
"30/01/1998","247","219.92","350"
"02/02/1998","248.87","221.59","351"
"03/02/1998","247.66","220.32","352"
"04/02/1998","248.22","220.81","353"
"05/02/1998","247.91","220.54","354"
"06/02/1998","245","217.76","355"
"09/02/1998","238.36","211.86","356"
"10/02/1998","233.66","207.5","357"
"11/02/1998","232.16","206.16","358"
"12/02/1998","232.18","206.14","359"
"13/02/1998","232.17","205.95","360"
"16/02/1998","230.03","204.11","361"
"17/02/1998","229.46","203.4","362"
"18/02/1998","236.67","209.79","363"
"19/02/1998","242.83","215.08","364"
"20/02/1998","241.68","214.04","365"
"25/02/1998","239.06","211.67","366"
"26/02/1998","238.65","211.29","367"
"27/02/1998","231.98","205.28","368"
"02/03/1998","228.38","202.09","369"
"03/03/1998","224.81","198.95","370"
"04/03/1998","226.28","200.06","371"
"05/03/1998","223.95","197.99","372"
"06/03/1998","219.48","194.03","373"
"09/03/1998","221.34","195.51","374"
"10/03/1998","220.43","194.71","375"
"11/03/1998","221.38","195.56","376"
"12/03/1998","215.77","190.59","377"
"13/03/1998","210.36","185.65","378"
"16/03/1998","211.09","186.3","379"
"17/03/1998","205.94","181.78","380"
"18/03/1998","200.46","176.77","381"
"19/03/1998","193.75","170.84","382"
"20/03/1998","192.01","169.29","383"
"23/03/1998","192.92","170.08","384"
"24/03/1998","193.83","170.87","385"
"25/03/1998","195.11","171.83","386"
"26/03/1998","196.06","172.67","387"
"27/03/1998","195.47","172.05","388"
"30/03/1998","196.45","172.91","389"
"31/03/1998","198.14","174.25","390"
"01/04/1998","195.19","171.66","391"
"02/04/1998","194.85","171.36","392"
"03/04/1998","191.28","168.07","393"
"06/04/1998","192.84","169.26","394"
"07/04/1998","192.36","169.01","395"
"08/04/1998","194.35","170.61","396"
"13/04/1998","200.68","176.13","397"
"14/04/1998","201.08","176.39","398"
"15/04/1998","199.79","175.18","399"
"16/04/1998","196.65","172.38","400"
"17/04/1998","197.28","172.9","401"
"20/04/1998","196.25","171.92","402"
"22/04/1998","193.5","169.36","403"
"23/04/1998","181.92","159.08","404"
"24/04/1998","178.83","156.45","405"
"27/04/1998","176.84","154.52","406"
"28/04/1998","174.98","152.77","407"
"29/04/1998","172.97","151.06","408"
"30/04/1998","168.66","147.48","409"
"04/05/1998","160.86","140.66","410"
"05/05/1998","164.76","143.96","411"
"06/05/1998","160.26","140","412"
"07/05/1998","159.86","139.64","413"
"08/05/1998","160.65","140.29","414"
"11/05/1998","160.91","140.46","415"
"12/05/1998","160.61","140.13","416"
"13/05/1998","160.49","139.86","417"
"14/05/1998","162.89","142.06","418"
"15/05/1998","161.78","141.09","419"
"18/05/1998","162.86","141.74","420"
"19/05/1998","167.76","146.13","421"
"20/05/1998","168.15","146.4","422"
"21/05/1998","166.55","144.84","423"
"22/05/1998","167.93","145.81","424"
"25/05/1998","167.43","145.3","425"
"26/05/1998","162","140.44","426"
"27/05/1998","160.21","139.21","427"
"28/05/1998","160.34","139.46","428"
"29/05/1998","158.89","138.12","429"
"01/06/1998","150.97","131.08","430"
"02/06/1998","153.14","133.04","431"
"03/06/1998","154.55","134.24","432"
"04/06/1998","154.21","133.97","433"
"05/06/1998","152.75","132.59","434"
"08/06/1998","145.31","126.06","435"
"09/06/1998","146.88","127.32","436"
"10/06/1998","146.76","127.21","437"
"12/06/1998","144.89","125.5","438"
"15/06/1998","142.57","123.54","439"
"16/06/1998","140.38","121.59","440"
"17/06/1998","139.68","120.92","441"
"18/06/1998","137.17","118.71","442"
"19/06/1998","132.77","114.97","443"
"22/06/1998","129.7","112.3","444"
"23/06/1998","128.97","111.68","445"
"24/06/1998","127.17","110.03","446"
"25/06/1998","128.55","111.24","447"
"26/06/1998","127.38","110.15","448"
"29/06/1998","126.02","108.99","449"
"30/06/1998","125.41","108.43","450"
"01/07/1998","126.29","109.18","451"
"02/07/1998","125.32","108.36","452"
"03/07/1998","125.37","108.37","453"
"06/07/1998","127.2","109.83","454"
"07/07/1998","126.98","109.62","455"
"08/07/1998","129.57","111.39","456"
"10/07/1998","128.76","111.04","457"
"13/07/1998","124.33","106.82","458"
"14/07/1998","125.7","108.1","459"
"15/07/1998","126.28","108.65","460"
"16/07/1998","127.1","109.4","461"
"17/07/1998","127.49","109.85","462"
"20/07/1998","128.59","110.83","463"
"21/07/1998","128.93","111.09","464"
"22/07/1998","132.65","114.06","465"
"23/07/1998","132.12","113.33","466"
"24/07/1998","131.08","112.28","467"
"27/07/1998","130.98","112.44","468"
"28/07/1998","134.06","114.96","469"
"29/07/1998","135.4","116.52","470"
"30/07/1998","141.43","121.7","471"
"31/07/1998","147.76","127.05","472"
"03/08/1998","148.74","127.73","473"
"04/08/1998","146.38","125.54","474"
"05/08/1998","145.11","124.31","475"
"06/08/1998","144.16","123.47","476"
"07/08/1998","143.42","122.8","477"
"10/08/1998","141.84","121.36","478"
"11/08/1998","134.39","114.98","479"
"12/08/1998","131.48","112.23","480"
"13/08/1998","131.02","111.84","481"
"14/08/1998","125.97","107.47","482"
"17/08/1998","129.05","110.02","483"
"18/08/1998","131.06","111.64","484"
"19/08/1998","132.07","112.5","485"
"20/08/1998","129.74","110.51","486"
"21/08/1998","130","110.64","487"
"24/08/1998","131.96","112.31","488"
"25/08/1998","137","116.6","489"
"26/08/1998","133.99","114.31","490"
"27/08/1998","134.31","114.18","491"
"28/08/1998","136.54","116.09","492"
"31/08/1998","134.18","114.15","493"
"01/09/1998","133.48","113.41","494"
"02/09/1998","132.61","112.66","495"
"03/09/1998","132.63","112.59","496"
"04/09/1998","131.62","111.72","497"
"08/09/1998","133","113.08","498"
"09/09/1998","131.69","111.7","499"
"10/09/1998","127.33","108","500"
"11/09/1998","121.58","103.12","501"
"14/09/1998","118.18","100.14","502"
"15/09/1998","119.21","101.06","503"
"16/09/1998","120.06","101.74","504"
"17/09/1998","117.6","99.74","505"
"18/09/1998","118.04","99.95","506"
"21/09/1998","118.17","100.02","507"
"22/09/1998","119.22","100.73","508"
"23/09/1998","119.13","100.66","509"
"24/09/1998","119.84","101.26","510"
"25/09/1998","119.84","101.16","511"
"28/09/1998","123.96","104.65","512"
"29/09/1998","122","102.99","513"
"30/09/1998","119.85","101.1","514"
"01/10/1998","117.56","99.74","515"
"02/10/1998","116.35","98.22","516"
"05/10/1998","118.2","99.74","517"
"06/10/1998","119.76","101.26","518"
"07/10/1998","121.98","103.17","519"
"08/10/1998","126.94","107.18","520"
"09/10/1998","125.1","105.44","521"
"13/10/1998","120.55","101.51","522"
"14/10/1998","120.78","101.62","523"
"15/10/1998","124.64","104.87","524"
"16/10/1998","121.83","102.51","525"
"19/10/1998","122.72","103.16","526"
"20/10/1998","121.34","102.13","527"
"21/10/1998","122.28","102.76","528"
"22/10/1998","123.63","103.89","529"
"23/10/1998","123.41","103.62","530"
"26/10/1998","126.77","106.44","531"
"27/10/1998","122.62","102.87","532"
"28/10/1998","124.1","104.11","533"
"29/10/1998","125.28","105.17","534"
"30/10/1998","126.58","106.1","535"
"03/11/1998","141.37","118.66","536"
"04/11/1998","134.75","113.19","537"
"05/11/1998","134.32","113.04","538"
"06/11/1998","135.38","113.95","539"
"09/11/1998","132.02","110.97","540"
"10/11/1998","130.85","109.88","541"
"11/11/1998","130.92","110.02","542"
"12/11/1998","129.98","109.15","543"
"13/11/1998","128.75","108.14","544"
"16/11/1998","129.99","109.16","545"
"17/11/1998","130.88","109.95","546"
"18/11/1998","129.47","108.55","547"
"19/11/1998","130.73","109.37","548"
"20/11/1998","131.12","109.61","549"
"23/11/1998","129.01","107.92","550"
"24/11/1998","131.64","109.95","551"
"25/11/1998","133.4","111.22","552"
"26/11/1998","133.08","110.91","553"
"27/11/1998","134.78","112.27","554"
"30/11/1998","135.13","112.46","555"
"01/12/1998","135.44","112.74","556"
"02/12/1998","135.35","112.76","557"
"03/12/1998","137.64","114.51","558"
"04/12/1998","136.84","113.8","559"
"07/12/1998","137.03","113.96","560"
"08/12/1998","138.05","114.71","561"
"09/12/1998","139.03","115.53","562"
"10/12/1998","143.23","119.15","563"
"11/12/1998","142.75","118.5","564"
"14/12/1998","144.96","120.35","565"
"15/12/1998","148.15","123.05","566"
"16/12/1998","147.24","122.21","567"
"17/12/1998","146.77","121.64","568"
"18/12/1998","146.28","121.24","569"
"21/12/1998","141.75","117.48","570"
"22/12/1998","142.53","118.09","571"
"23/12/1998","143.59","118.9","572"
"28/12/1998","142.52","117.98","573"
"29/12/1998","145.5","120.45","574"
"30/12/1998","147","121.69","575"
"04/01/1999","151.98","125.89","576"
"05/01/1999","148.43","122.86","577"
"06/01/1999","149.95","124.01","578"
"07/01/1999","150.71","124.55","579"
"08/01/1999","151.5","125.21","580"
"11/01/1999","152.64","126.07","581"
"12/01/1999","152.46","125.9","582"
"13/01/1999","156.65","118.67","583"
"14/01/1999","163.03","123.51","584"
"15/01/1999","172.16","119.56","585"
"18/01/1999","171.29","107.73","586"
"19/01/1999","166.63","106.36","587"
"20/01/1999","168.85","106.87","588"
"21/01/1999","181.07","105.89","589"
"22/01/1999","180.67","104.43","590"
"26/01/1999","192.44","104.59","591"
"27/01/1999","191.75","100.39","592"
"28/01/1999","190.17","97.52","593"
"29/01/1999","196.74","94.13","594"
"01/02/1999","191.85","99.92","595"
"02/02/1999","181.86","103.33","596"
"03/02/1999","176.89","97.73","597"
"04/02/1999","175.42","96.92","598"
"05/02/1999","179.48","98.07","599"
"08/02/1999","184.31","96.5","600"
"09/02/1999","187.24","98.03","601"
"10/02/1999","187.43","99.17","602"
"11/02/1999","190.8","99.37","603"
"12/02/1999","191.44","100.23","604"
"17/02/1999","185.45","96.59","605"
"18/02/1999","187.91","97.87","606"
"19/02/1999","190.05","97.96","607"
"22/02/1999","195.2","99.08","608"
"23/02/1999","201.26","100.13","609"
"24/02/1999","199.21","97.65","610"
"25/02/1999","195.64","95.44","611"
"26/02/1999","193.81","94.54","612"
"01/03/1999","196.61","91.45","613"
"02/03/1999","200.74","92.94","614"
"03/03/1999","196.11","89.96","615"
"04/03/1999","198.52","95.91","616"
"05/03/1999","197.38","99.44","617"
"08/03/1999","192.85","97.4","618"
"09/03/1999","191.16","101.14","619"
"10/03/1999","188.43","100.76","620"
"11/03/1999","188.59","98.74","621"
"12/03/1999","188.71","98.29","622"
"15/03/1999","185.29","99.09","623"
"16/03/1999","187.03","99.75","624"
"17/03/1999","189.23","100.66","625"
"18/03/1999","184.18","99.29","626"
"19/03/1999","184.15","99.54","627"
"22/03/1999","182.96","99.16","628"
"23/03/1999","181.04","97.86","629"
"24/03/1999","182.41","98.6","630"
"25/03/1999","179.7","100.11","631"
"26/03/1999","183.46","103.65","632"
"29/03/1999","188.81","107.28","633"
"30/03/1999","188.16","107.52","634"
"31/03/1999","183.82","106.87","635"
"05/04/1999","180.07","103.49","636"
"06/04/1999","179.81","103.63","637"
"07/04/1999","176.63","101.81","638"
"08/04/1999","171.11","99.77","639"
"09/04/1999","170.92","100.24","640"
"12/04/1999","169.12","99.78","641"
"13/04/1999","165.27","99.26","642"
"14/04/1999","165.47","98.49","643"
"15/04/1999","166.03","100.02","644"
"16/04/1999","166.23","98.95","645"
"19/04/1999","173.94","103.53","646"
"20/04/1999","172.94","99.96","647"
"22/04/1999","169.01","99.54","648"
"23/04/1999","167.08","98.57","649"
"26/04/1999","169.99","99.82","650"
"27/04/1999","174.35","101.96","651"
"28/04/1999","172.62","102.51","652"
"29/04/1999","174.79","104.6","653"
"30/04/1999","174.38","104.54","654"
"03/05/1999","172.54","103.01","655"
"04/05/1999","172.85","102.52","656"
"05/05/1999","174.49","103.68","657"
"06/05/1999","173.96","103.48","658"
"07/05/1999","173.95","104.79","659"
"10/05/1999","175.22","106.26","660"
"11/05/1999","179.61","108.39","661"
"12/05/1999","178.32","107.88","662"
"13/05/1999","175.78","106.21","663"
"14/05/1999","179.91","108.64","664"
"17/05/1999","180.8","108.39","665"
"18/05/1999","189.74","113.89","666"
"19/05/1999","200.48","119.9","667"
"20/05/1999","199.7","118.45","668"
"21/05/1999","197.89","116.41","669"
"24/05/1999","197.63","114.57","670"
"25/05/1999","200.41","115.84","671"
"26/05/1999","208.05","122.1","672"
"27/05/1999","209.3","121.69","673"
"28/05/1999","205.72","119.54","674"
"31/05/1999","206.04","119.65","675"
"01/06/1999","204.88","117.41","676"
"02/06/1999","208.22","119.81","677"
"04/06/1999","206.89","119.11","678"
"07/06/1999","193","110.79","679"
"08/06/1999","183","104.45","680"
"09/06/1999","183.19","104.68","681"
"10/06/1999","183.98","104.53","682"
"11/06/1999","183.89","103.13","683"
"14/06/1999","183.61","102.52","684"
"15/06/1999","182.93","102.77","685"
"16/06/1999","186.59","105.54","686"
"17/06/1999","185.8","106.23","687"
"18/06/1999","186.53","105.98","688"
"21/06/1999","181.3","102.55","689"
"22/06/1999","185.05","104.25","690"
"23/06/1999","185.71","103.92","691"
"24/06/1999","186.18","103.66","692"
"25/06/1999","183.8","102.34","693"
"28/06/1999","179.72","101.08","694"
"29/06/1999","179.24","101.21","695"
"30/06/1999","179.87","102.55","696"
"01/07/1999","174.95","98.73","697"
"02/07/1999","168.09","95.4","698"
"05/07/1999","162.65","92.05","699"
"06/07/1999","154.1","86.67","700"
"07/07/1999","155.51","87.22","701"
"08/07/1999","163.13","90.73","702"
"12/07/1999","155.22","84.59","703"
"13/07/1999","157.25","86.16","704"
"14/07/1999","162.06","89","705"
"15/07/1999","159.2","88.05","706"
"16/07/1999","156.9","87.31","707"
"19/07/1999","161.01","89.9","708"
"20/07/1999","160.89","88.69","709"
"21/07/1999","160.9","88.55","710"
"22/07/1999","164.14","90.39","711"
"23/07/1999","159.81","87.81","712"
"26/07/1999","163.17","89.41","713"
"27/07/1999","165.47","91.32","714"
"28/07/1999","162.23","90.53","715"
"29/07/1999","161.56","90.16","716"
"30/07/1999","156.26","86.72","717"
"02/08/1999","160.69","88.05","718"
"03/08/1999","160.84","88.42","719"
"04/08/1999","159.85","87.25","720"
"05/08/1999","161.13","87.15","721"
"06/08/1999","159.69","86.56","722"
"09/08/1999","161.37","86.57","723"
"10/08/1999","161.99","86.86","724"
"11/08/1999","166.26","89.44","725"
"12/08/1999","161.37","86.39","726"
"13/08/1999","170.76","91.07","727"
"16/08/1999","154.8","82.21","728"
"17/08/1999","158.13","84.15","729"
"18/08/1999","161.78","84.92","730"
"19/08/1999","161.09","83.12","731"
"20/08/1999","160.65","83.89","732"
"23/08/1999","160.03","85.49","733"
"24/08/1999","160.57","83.72","734"
"25/08/1999","161.73","83.37","735"
"26/08/1999","160.76","83.82","736"
"27/08/1999","160.41","82.6","737"
