"Data","À vista R$","À vista US$"
"2007","252.22","129.76"
"2008","260.09","144.56"
"2009","262.86","133.46"
"2010","311.02","177.20"
"2011","494.68","296.38"
"2012","390.81","201.76"
"2013","288.81","134.78"
"2014","418.11","177.97"
"2015","451.03","137.20"
"2016","494.19","142.98"
"2017","465.66","146.03"
"2018","435.90","120.16"
"2019","424.32","107.55"
"2020","542.96","105.74"
"2021","962.17","178.08"
